0,CIFAR_CNN_small,1,CONV_2D,448,16,"(32, 32, 3)","(30, 30, 16)","(3, 3)","(1, 1)"
1,CIFAR_CNN_small,2,POOL,0,0,"(30, 30, 16)","(15, 15, 16)","(2, 2)","(2, 2)"
2,CIFAR_CNN_small,3,FLATTEN,0,,"(15, 15, 16)","(3600,)",,
3,CIFAR_CNN_small,4,DENSE,36010,,"(3600,)","(10,)",,
