0,MNIST_CNN_small_2,1,CONV_2D,80,8,"(28, 28, 1)","(26, 26, 8)","(3, 3)","(1, 1)"
1,MNIST_CNN_small_2,2,POOL,0,0,"(26, 26, 8)","(13, 13, 8)","(2, 2)","(2, 2)"
2,MNIST_CNN_small_2,3,FLATTEN,0,,"(13, 13, 8)","(1352,)",,
3,MNIST_CNN_small_2,4,DENSE,13530,,"(1352,)","(10,)",,
